Text|Rating|Votes|J/N
Chuck Norris skips water on dry land.|2.5|28|
"Chuck Norris does not need a bail-out because he does get a nickel anytime someone pleads ""Please don't kick me!""."|2.5|26|
If Chuck Norris was a color it would be a mix betwen black and blue.|2.5|26|
People turn emo because they don't want to deal with Chuck Norris.|2.5|24|
Three simple rules of survival: 1. Don�t take the name of Chuck in vain 2. When in the presence of Chuck, avert your eyes, lest you recieve a roundhouse kick to the face 3. When camping, bring toilet paper.|2.5|24|
Chuck Norris mivrowaves his food by putting it in his pants for a minute.|2.5|24|
Chuck Norris's tombstone will be the Great Wall of China.|2.5|22|
Red Rover Red Rover ask's Chuck Norris if it can come over.|2.5|22|
Chuck Norris favorite sound is the impact of his roundhouse kick.|2.5|20|
Criss angel learns magic tricks from Chuck Norris.|2.5|20|
Chuck Norris will take Obamas place with a bribe of his fist.|2.5|18|
The reason people make facts about Chuck Norris and not jokes is because Chuck Norris doesn't like humor.|2.5|18|
When Chuck Norris gives you a dutch oven, you actually burn.|2.5|18|
Chuck Norris had to breastfeed his own mom when he was born.|2.5|18|
Chuck Norris can piss in the corner of a room shaped like a circle.|2.5|18|
Chuck Norris fights fire with fists.|2.5|18|
Chuck Norris wasn't dropped on his head as a baby, he was dropped into a tank of nuclear waste.|2.5|18|
After eating Rice Krispies cereal, Chuck Norris craps out firecrackers.|2.5|16|
Chuck Norris jogs to the moon and back every mourning before breakfast.|2.5|16|
Chuck Norris can drink a gallon of milk in 37 seconds.|2.5|16|
Once Chuck Norris, 2 PAC, and Kimbo Slice were having a backyard BBQ. Kimbo kept taunting Chuck to punch him in the jaw. His beard was the only thing that saved his life. When 2 PAC tried to intervene, well.....no one really knows what happened.|2.5|16|
Chuck Norris's fists can cut diamonds.|2.5|14|
Chiuck Norris put the put the bomp in the bomp bah bomp bah bomp, AND the ram in the rama lama ding dong- all with one roundhouse kick.|2.5|14|
People have common sense. Chuck Norris has instinct.|2.5|12|
As a party joke. Chuck Norris turns people inside out.|2.5|10|
In an act of great philanthropy, Chuck made a generous donation to the American Cancer Society. He donated 6,000 dead bodies for scientific research.|2.5|10|
When Chuck Norris took the third block out of the bottom of an Jenga tower it stayed standing.|2.5|8|
Chuck Norris doesn't walk the talk. He talks the walk.|2.5|8|
Chuck Norris can throw 'Yahtzee' with four dice.|2.5|8|
Chuck Norris picks Ryan Seacrests top 40.|2.5|8|
Even though Chuck Norris can round house kick himself into heaven he would rather go to hell for a hot work out.|2.49|35|
Chuck Norris can guess your birthday. It's cause he's your dad.|2.48|60|
Chuck Norris doesn't breath Air. Air breath Chuck Norris|2.48|54|
Whenever you feel a breeze its Chuck Norris' round house across the planet.|2.48|50|
Chuck Norris controls the earth's revolutions.|2.48|40|
Chuck Norris can mix volcano and lightning storms without even trying.|2.48|33|
Chuck Norris will tear you out the frame AND the boxspring!|2.48|31|
Chuck Norris can row a boat with his finger. And get a good 50 miles from it before he has to row again.|2.48|29|
Chuck Norris hates the words Prius, hemp, and lackluster.|2.48|27|
The Dust Bowl was when Chuck Norris sneezed.|2.48|25|
"Chuck Norris's screen saver is the ""Porygon"" episode in season one of Pokemon..."|2.48|25|
Chuck Norris doesn't find love, love finds Chuck Norris.|2.48|23|
Chuck Norris came read a picture book.|2.48|23|
Chuck Norris and �The most interesting man in the world� had a few dinks one night. Do I need to say anymore?|2.48|23|
There were once more than six basic colors, but then Chuck Norris kicked all the other one's asses.|2.48|21|
The CEO of AOL calls Chuck Norris to let him know he's got mail.|2.48|21|
When Chuck Norris snores, instead of waking the neighbors, it hits just the right frequency to cause the neighbors to feel sleepy. . . Too bad he never sleeps (or snores).|2.48|21|
Chuck Norris hates American Idol because he is the only American idol.|2.48|21|
Chuck Norris puts a straight jacket on when its cold.|2.48|21|
2 + 2 does not always equal 4 because when he wants it equals CHUCK NORRIS!|2.47|57|
Bruce Lee beat Chuck in a fight. Isn't animation amazing?|2.47|43|
The day Chuck Norris dies is the day hell freezes over.|2.47|19|
The sky is blue because Chuck Norris tells it to be blue.|2.47|19|
Skyscrapers were not built by man, but by Chuck Norris stomping the ground in China.|2.47|19|
The Dhali Lama once quoted a line from Walker Texas ranger.|2.47|19|
"Chuck Norris considers ""badass"" an insult to his ability."|2.47|17|
Siskel and Ebert once disagreed on a Chuck Norris film. Where is Siskel?|2.47|17|
Chuck Norris shits out nuclear bombs.|2.47|17|
Every time there is an awkard silence, Chuck Norris just roundhouse kicked you in the back of the head.|2.47|17|
The final stage of evolution for man is Chuck Norris.|2.47|17|
When Chuck Norris gets ring worm, he uses it as fishing bate.|2.47|17|
Chuck Norris can't do everything, but he can do ANYTHING.|2.47|15|
Chuck Norris can make a mountain out of a molehill.|2.47|15|
Chuck Norris is not a man... a man is Chuck Norris.|2.46|78|
Chuck Norris is one with the Force, he forces people to do his every bidding.|2.46|24|
Chuck Norris eats nails for breakfast but with out any milk.|2.46|24|
Chuck Norris and superman meet on a street and superman fell down . Why? Chuck Norris is made of criptonite!|2.46|24|
"Souljia Boy's new song is called , ""Crank Dat Chuck Norris""."|2.46|24|
Chuck Norris doesn't look for the easy way out.|2.46|24|
If Chuck Norris and The Most Interesting Man In The World had a baby it would look like Chuck Norris.|2.46|13|
If you're stuck in a Black-Hole and you don't agree with something Chuck Norris says, you will be roundhouse kicked out of it and directly into another Black-Hole. Only problem is, that Chuck Norris is everything known to man. According to Albert Einstein.|2.45|99|
Chuck Norris was actually the one who cured the blind man of his blindness, and served hundreds of people with a slice of bread, but he is so humble, he gave Jesus the props for it.|2.45|56|
Chuck Norris laughed so hard he fell off his dinasour.|2.45|38|
Chuck Norris can flick some one off with 3 fingers.|2.45|33|
Chuck doesn't run up to the basket to dunk. The basket comes to Chuck.|2.45|29|
Chuck Norris can smell you a mile away.|2.45|29|
Chuck Norris died twice and was still there.|2.45|29|
Chuck Norris isn't funny...stop laughing.|2.45|29|
Chuck Norris once stole a man's heart -- the only time he was ever glad to give something back that he took.|2.45|29|
Chuck Norris can outrun a furious cheetah.|2.45|22|
Chuck Norris eats McDonalds at Kentucky Fried Chicken stores.|2.45|22|
Chuck Norris has a powerful Immune sytem made up of his round house kick and his fists.|2.45|20|
Chuck Norris can swallow people whole.|2.45|11|
Chuck Norris can kneecap your elbow.|2.45|11|
Chuck Norris can't be on a separate line. Chuck Norris is the line.|2.44|78|
In order to remove his body hair, Chuck Norris had to run through a tube of fire.|2.44|71|
The reason the American economy is so bad is because George Bush is the only world leader not to consult Chuck Norris before making an important decision.|2.44|45|
Chuck Norris is the only creature that can pull off Gandhi's outfit.|2.44|43|
Chuck Norris sleeps on a bed of nails to keep his edge.|2.44|34|
Chuck Norris can win a game of Foosball with his hands' tied behind his back.|2.44|32|
Chuck Norris is God's witness.|2.44|32|
Chuck Norris says he has more balls! he is right.|2.44|27|
Chuck Norris was once in a bar fight. He beat the bar.|2.44|25|
Chuck Norris has never lost anything. 1st place is the only thing judges or games can give him to stop him from killing them.|2.44|25|
Your dad doesn't say so, Chuck Norris says so.|2.44|18|
Chuck Norris went on vacation to Jurassic Park and left full. He had the T-Rex with a fine chianti.|2.44|18|
Chuck Norris doesn't live and let die. You just die. Sorry man.|2.44|18|
Chuck Norris has his own dating website.|2.44|18|
Chuck Norris can count 1 - 1000 and backwards in a blink of an eye.|2.44|16|
Chuck Norris eats thunder and farts lightning.|2.44|16|
When Chuck Norris was a baby, he set a world record for eating 14 jawbreakers in 14 seconds.|2.44|9|
The movie anaconda is actually based on Chuck Norris's first sexual experience.|2.43|30|
Chuck Norris has a number 3 pencil.|2.43|28|
Chuck Norris can't press on spam links on his computer. The spam people are too scared to spam him in great fear of death.|2.43|23|
CNN is Named after Chuck Norris CHUCK NORRIS NETWORK.|2.43|23|
Chuck Norris eats gingers souls.|2.43|23|
Chuck Norris can dig a hole to china in his soup.|2.43|21|
They say it is impossible to break Hank Arrons record of 755 home runs in a baseball carrer. Chuck Norris does so in his daily warmups.|2.43|21|
While Adam was dying Chuck Norris roundhouse kicked him in the heart. We now know Adam as Death.|2.43|14|
Turn the other cheek. Unless you're turning it to Chuck Norris.|2.43|14|
Chuck Norris drinks his beer warm.|2.43|14|
Chuck Norris can drink a river and then pee an ocean.|2.42|43|
Chuck Norris created youtube.|2.42|33|
When going to a concert with Chuck Norris, every section is the nosebleed section!|2.42|33|
Moses asked God to help him past the Red Sea to escape the Egyptians. God then called Chuck Norris to split the river in two. After the Moses' people had crossed the sea and the Egyptians tried to go after them, Chuck Norris RoundHouse kicked the river back together.|2.42|26|
When Chuck Norris is invoved in a barroom brawl, the insurance company must use the Fujita Scale of Tornado Damage to assess the claim.|2.42|24|
Chuck Norris can checkmate your king in one move.|2.42|24|
Chuck Norris can kick flip with a scooter.|2.42|24|
When Chuck Norris runs on a treadmil, the black part you run on flys off the back and hits the wall.|2.42|19|
Behind Chuck Norris' beard is another beard. Behind that, a fist.|2.42|19|
Chuck Norris doesn't get Rickrolled, because the last time he did, he killed the person who got him, and Rick Astley.|2.42|12|
Chuck Norris can get a nuke on Call of Duty Modern Warfare 2 and in Real Life by just pressing the start button.|2.42|12|
When Chuck Norris starts a war, he also ends them.|2.42|12|
The reason the world will end in 2012 is because Chuck Norris's will find out his girl friend broke up with him.|2.41|32|
Chuck Norris Doesn't watch South Park...he watches North Park.|2.41|29|
Chuck Norris isn't awesome, awesome is Chuck Norris.|2.41|22|
A picture of Chuck Norris was the biggest myth on Ripleys Believe It or Not.|2.41|22|
A man once asked why Chuck Norris was so scary. His reply. No one knows the man was never seen again.|2.41|17|
Chuck Norris doesn't kill you softly with his love. He kills you violently with his thumbs in your eye sockets he rips your head in half.|2.41|17|
Chuck Norris doesn�t wash his clothes, he disembowels them.|2.4|197|
There are no facts 'about' Chuck Norris. Chuck Norris is 'about' facts.|2.4|47|
When Chuck Norris makes a burrito, its main ingredient is real toes.|2.4|35|
Pink is the new black only if Chuck Norris wears it.|2.4|25|
Chuck Norris CAN get that last bit out of a tube of toothpaste... with just one squeeze.|2.4|15|
Starship has to get over that Chuck Norris can stop them.|2.4|15|
Chuck Norris once entered a beauty contest.. he won because he roundhouse kicked all the contestants to the face.|2.4|15|
Chuck Norris struck out Cliff Lee, with 4 balls.|2.4|15|
"Chuck Norris' first round house kick was known as ""the kick heard around the world""."|2.4|15|
When Chuck Norris laughs in the face of danger, its usally when he is doing dangers wife!|2.4|15|
Last night a man commited suicide..he jumped off Chuck Norris.|2.4|5|
Chuck Norris created the big mac.|2.39|74|
Chuck Norris trained Michial Phelps|2.39|59|
"The Movie ""Like Mike,"" about a kid who found Michal Jordan's and suddenly he was amazing at basketball, well the only reason they could film that movie was because those weren't Michal Jordan's shoes, they were Chuck Norris' shoes."|2.39|44|
Gordon Ramsey was Chuck Norris' cook.|2.39|36|
When Chuck Norris was born he had a twin,shotly there after he roundhouse kicked him into oblivion. Stating that NO ONE IMPERSONATES CHUCK NORRIS!!!|2.39|28|
Chuck Norris once was told if he jumped of the world trade center he would be paid a million dollars. Who ever that was went from very rich to very poor.|2.39|23|
When Chuck Norris's tv gets fuzzy he taps his foot on the ground and the satelite comes back.|2.39|18|
Chuck Norris beat Halo 3 with an Atari 2600 controller.|2.39|18|
